rank	original	lemma	POS
3314	professionista	professionista	NOUN
3316	rinforzi	rinforzo	NOUN
3322	aggressione	aggressione	NOUN
3324	vetro	vetro	NOUN
3325	falla	falla	NOUN
3327	miller	Miller	NOUN
3329	racconti	racconto	NOUN
3330	stupendo	stupere	VERB
3331	elicottero	elicottero	NOUN
3333	mistero	mistero	NOUN
3335	nastro	nastro	NOUN
3337	gigante	gigante	NOUN
3339	negativo	negativo	ADJ
3340	resistere	resistere	VERB
3343	penna	penna	NOUN
3345	jess	jess	NOUN
3347	prenditi	prendire	VERB
3348	cameriera	cameriera	NOUN
3349	dannata	dannata	NOUN
3351	viviamo	vivare	VERB
3353	miliardi	miliardo	NOUN
3354	alibi	alibi	NOUN
3355	assassini	assassino	NOUN
3357	poterlo	potere lo	VERB
3359	disco	disco	NOUN
3360	shawn	shawn	NOUN
3362	prendersi	prendere si	VERB
3363	offro	offrore	VERB
3366	caroline	carolina	ADJ
3367	valigia	valigia	NOUN
3368	smettetela	smettetele	VERB
3370	coda	coda	NOUN
3371	fidarti	fidare ti	VERB
3372	urgente	urgente	ADJ
3376	rifiutato	rifiutare	VERB
3377	funzioni	funzione	NOUN
3378	corretto	correggere	VERB
3379	tratto	trarre	VERB
3380	rivederti	rivedere ti	VERB
3381	cassetta	cassetta	NOUN
3382	improvvisamente	improvviso	ADV
3384	sottofondo	sottofondo	NOUN
3387	russi	russo	NOUN
3393	litigare	litigare	VERB
3394	percorso	percorrere	VERB
3396	confronti	confronto	NOUN
3397	prigionieri	prigioniero	NOUN
3401	synch	synch	NOUN
3402	connor	connor	VERB
3403	tour	tour	NOUN
3404	puttane	puttane	NOUN
3405	giovanotto	giovanurre	NOUN
3406	velocità	velocità	NOUN
3407	marcia	marcia	NOUN
3408	orario	orario	NOUN
3409	steven	steven	NOUN
3410	commissario	commissario	NOUN
3412	deluso	deluso	ADJ
3417	saggio	saggio	NOUN
3421	sposarmi	sposare mi	VERB
3422	miele	miele	NOUN
3423	romantico	romantico	ADJ
3427	conferenza	conferenza	NOUN
3428	straordinario	straordinario	NOUN
3429	sciocco	sciocco	ADJ
3430	tecnicamente	tecnicamente	ADV
3431	prigioniero	prigioniero	ADJ
3432	finto	finto	ADJ
3433	noioso	noioso	ADJ
3435	justin	Justin	NOUN
3436	folla	folla	NOUN
3437	stress	stress	NOUN
3438	trasferito	trasferire	VERB
3439	piantala	piantae la	VERB
3440	segretario	segretario	NOUN
3442	demone	demone	NOUN
3445	junior	junior	NOUN
3446	sciocchezze	sciocchezza	NOUN
3448	buffo	buffo	ADJ
3451	cucinare	cucinare	VERB
3454	eroina	eroina	NOUN
3455	oscuro	oscuro	ADJ
3456	scritta	scritta	NOUN
3458	gang	gang	NOUN
3459	mira	mirare	VERB
3460	salsa	salsa	NOUN
3461	torto	torto	ADJ
3462	geniale	geniale	ADJ
3465	fiamme	fiamma	NOUN
3466	chiamarti	chiamare ti	VERB
3468	conferma	confermare	VERB
3470	teddy	teddy	NOUN
3471	extra	extra	NOUN
3475	orecchio	orecchio	NOUN
3477	assicurati	assicurare	VERB
3481	nudo	nudo	ADJ
3482	fermarlo	fermare lo	VERB
3483	parenti	parente	NOUN
3485	tragedia	tragedia	NOUN
3487	ritornare	ritornare	VERB
3488	responsabilita	responsabilita	NOUN
3489	preoccuparsi	preoccupare si	VERB
3490	richiesto	richiedere	VERB
3492	disposizione	disposizione	NOUN
3498	territorio	territorio	NOUN
3499	raccogliere	raccogliere	VERB
3500	chef	chef	NOUN
3501	combattimento	combattimento	NOUN
3502	bruciato	bruciare	VERB
3503	larga	largo	ADJ
3504	morso	morsare	NOUN
3507	incastrato	incastrare	VERB
3508	nina	nina	NOUN
3510	realmente	realmente	ADV
3512	cretino	cretino	NOUN
3513	vasca	vasca	NOUN
3514	contea	Contea	NOUN
3516	stronzata	stronzare	VERB
3517	arrabbiare	arrabbiare	VERB
3519	entriamo	entrere	VERB
3521	ron	ron	NOUN
3522	simpatico	simpatico	ADJ
3524	delizioso	delizioso	ADJ
3525	fottiti	fottito	ADJ
3526	coraggioso	coraggioso	ADJ
3528	registrato	registrare	VERB
3529	assicurarmi	assicurare mi	VERB
3530	cittadini	cittadino	NOUN
3532	potenza	potenza	NOUN
3533	costo	costo	NOUN
3535	canale	canale	NOUN
3536	uniforme	uniforme	ADJ
3537	barba	barba	NOUN
3540	gibbs	Gibbs	VERB
3542	primavera	primavera	NOUN
3543	sophie	sophie	NOUN
3548	dylan	dylan	VERB
3549	salutare	salutare	VERB
3553	figa	figa	NOUN
3555	nancy	Nancy	NOUN
3558	sconosciuto	sconosciuto	ADJ
3560	dennis	dennis	NOUN
3562	argento	argento	NOUN
3564	geloso	geloso	ADJ
3565	randy	randy	ADJ
3566	incantesimo	incantesimo	NOUN
3567	maesta	maesta	NOUN
3569	colloquio	colloquio	NOUN
3570	udienza	udienza	NOUN
3571	inglesi	inglese	ADJ
3574	fisica	fisico	ADJ
3575	tappeto	tappeto	NOUN
3576	eccitante	eccitante	ADJ
3577	miseria	miseria	NOUN
3579	han	han	VERB
3580	cognome	cognome	NOUN
3583	dacci	daccio	NOUN
3585	commerciale	commerciale	ADJ
3587	esistenza	esistenza	NOUN
3588	furbo	furbo	ADJ
3589	giocatore	giocatore	NOUN
3590	set	set	NOUN
3592	manager	manager	NOUN
3595	novità	novità	NOUN
3596	vampiro	vampiro	NOUN
3597	davis	davis	NOUN
3598	soggetto	soggetto	ADJ
3599	chissa	chisso	ADJ
3601	grant	grant	NOUN
3604	rivista	rivista	NOUN
3606	museo	museo	NOUN
3607	troverò	troverò	VERB
3609	appassiona	appassionare	VERB
3610	brav'	brav	ADJ
3613	passiamo	passere	VERB
3614	pessimo	pessimo	ADJ
3617	uccido	uccidare	VERB
3620	mmm	mmm	ADV
3621	servira	servirare	VERB
3622	equipaggio	equipaggio	NOUN
3623	cassa	cassa	NOUN
3624	diglielo	diglielo	NOUN
3626	essersi	essere si	VERB
3627	minima	minimo	ADJ
3628	zuppa	zuppa	NOUN
3629	metterlo	mettere lo	VERB
3630	lottare	lottare	VERB
3632	matematica	matematica	NOUN
3633	orgoglio	orgoglio	NOUN
3634	volontà	volontà	NOUN
3635	succo	succo	NOUN
3637	massa	massa	NOUN
3638	patatine	patatina	NOUN
3639	scelte	scelta	NOUN
3640	cintura	Cintura	NOUN
3642	traditore	traditore	NOUN
3643	ebrei	ebreo	ADJ
3646	brown	Brown	NOUN
3648	guardarmi	guardare mi	VERB
3649	procedura	procedurare	NOUN
3650	cavo	cavo	NOUN
3651	mentale	mentale	ADJ
3653	collegamento	collegamento	NOUN
3655	aggiungere	aggiungere	VERB
3658	party	party	NOUN
3660	spencer	spencer	NOUN
3661	annuncio	annuncio	NOUN
3662	panino	panino	NOUN
3663	attraente	attraente	ADJ
3666	tradimento	tradimento	NOUN
3667	accorto	accriro	VERB
3668	cartello	cartello	NOUN
3669	mosca	mosca	NOUN
3670	fisico	fisico	NOUN
3671	ripreso	riprendere	VERB
3672	madame	madama	NOUN
3673	carol	Carol	NOUN
3674	divisione	divisione	NOUN
3675	pancia	pancia	NOUN
3676	veicolo	veicolo	NOUN
3678	rinunciare	rinunciare	VERB
3681	autorità	autorità	NOUN
3682	vergine	vergine	ADJ
3683	ubriaca	ubriacare	ADJ
3687	gesto	gesto	NOUN
3688	dopotutto	dopotutto	ADV
3690	email	email	NOUN
3691	pura	puro	ADJ
3692	meraviglia	meraviglia	NOUN
3695	largo	largo	NOUN
3697	adulto	adulto	NOUN
3699	auguro	augurare	VERB
3700	infanzia	infanzia	NOUN
3703	gabbia	gabbia	NOUN
3704	sognato	sognare	VERB
3706	bambine	bambino	ADJ
3707	avventura	avventura	NOUN
3709	intervista	intervista	NOUN
3710	fidarmi	fidare mi	VERB
3715	serpente	serpente	NOUN
3716	appunto	appunto	ADV
3718	combinato	combinare	VERB
3719	gioielli	gioiello	NOUN
3721	fiato	fiato	NOUN
3722	sabbia	sabbia	NOUN
3723	margaret	margaret	ADJ
3726	wayne	Wayne	NOUN
3727	possesso	possesso	NOUN
3728	capitolo	capitolo	NOUN
3730	osso	osso	NOUN
3731	jules	Jules	NOUN
3738	giapponese	giapponese	ADJ
3739	evan	evan	VERB
3740	frutta	frutta	NOUN
3743	spagnolo	spagnolo	ADJ
3744	apposta	apposta	ADV
3747	superficie	superficie	NOUN
3748	ufficiali	ufficiale	NOUN
3750	istruzioni	istruzione	NOUN
3751	motel	motel	NOUN
3752	eli	eli	NOUN
3753	sin	sino	ADV
3754	volentieri	volentieri	ADV
3756	curioso	curioso	ADJ
3759	felicità	felicità	NOUN
3760	fresca	fresco	ADJ
3761	album	album	NOUN
3762	pasto	pasto	NOUN
3765	nozze	nozza	NOUN
3767	chiusi	chiudere	ADJ
3768	farmaci	farmaco	NOUN
3769	denuncia	denuncia	NOUN
3770	novita	novita	NOUN
3771	picchiato	picchiare	VERB
3773	sospeso	sospendere	VERB
3774	canto	canto	NOUN
3775	pacco	pacco	NOUN
3777	riserva	riservare	VERB
3778	coperta	coperto	VERB
3779	cammino	cammino	NOUN
3780	registrazione	registrazione	NOUN
3781	incredibilmente	incredibilmente	ADV
3782	concentrati	concentrato	ADJ
3784	leggenda	leggenda	NOUN
3786	eccezionale	eccezionale	ADJ
3787	telefilm	telefilm	NOUN
3788	egoista	egoista	NOUN
3789	sano	sano	ADJ
3790	identita	identire	NOUN
3791	busta	busta	NOUN
3793	femminile	femminile	ADJ
3796	grato	grato	ADJ
3797	catturato	catturare	VERB
3798	scopare	scopare	VERB
3799	danza	danza	NOUN
3800	arrivera	arrivera	NOUN
3801	scorta	scorta	NOUN
3802	parto	parto	NOUN
3803	cancello	cancello	NOUN
3804	riley	riley	VERB
3808	viaggiare	viaggiare	VERB
3812	ipotesi	ipotesi	NOUN
3814	giudicare	giudicare	VERB
3815	preparati	preparato	ADJ
3817	spetta	spettare	VERB
3818	bibbia	bibbia	NOUN
3820	conte	conte	NOUN
3821	bici	bico	NOUN
3822	perdonare	perdonare	VERB
3823	confessione	confessione	NOUN
3824	singolo	singolo	ADJ
3825	persi	perso	ADJ
3827	piaccio	piacciare	VERB
3829	cavaliere	cavaliere	NOUN
3830	aula	aula	NOUN
3831	burro	burro	NOUN
3832	venerdì	venerdì	NOUN
3833	italiano	italiano	ADJ
3834	mettersi	mettere si	VERB
3836	produzione	produzione	NOUN
3837	abbandonare	abbandonare	VERB
3838	impresa	impresa	NOUN
3841	bonnie	bonnia	NOUN
3842	whoa	Whoa	NOUN
3844	scrittore	scrittore	NOUN
3845	velocita	velocitare	NOUN
3846	addirittura	addirittura	ADV
3847	poesia	poesia	NOUN
3848	marie	mario	ADJ
3850	sinistro	sinistro	ADJ
3853	croce	croce	NOUN
3854	calore	calore	NOUN
3855	deposito	deposito	NOUN
3857	walker	Walker	NOUN
3860	truppe	truppa	NOUN
3861	nobile	nobile	ADJ
3866	comporta	comportare	VERB
3868	booth	booth	NOUN
3870	travis	travis	VERB
3871	pesca	pesca	NOUN
3872	muori	muorere	ADJ
3873	reverendo	reverere	VERB
3874	elezioni	elezione	NOUN
3876	bagagli	bagaglio	NOUN
3877	successa	successo	ADJ
3879	menti	mente	NOUN
3883	tasse	tassa	NOUN
3887	scrivi	scrivare	VERB
3888	jenna	Jenna	NOUN
3892	plastica	plastica	NOUN
3893	verrò	verrò	VERB
3894	dispositivo	dispositivo	NOUN
3895	edward	edward	NOUN
3896	giappone	Giappone	NOUN
3900	riconosciuto	riconoscere	VERB
3901	espressione	espressione	NOUN
3902	sapore	sapore	NOUN
3903	starò	starò	VERB
3905	versi	verso	NOUN
3906	branco	branco	NOUN
3907	tocco	tocco	NOUN
3909	conosca	conore	VERB
3910	mister	mister	NOUN
3911	disagio	disagio	NOUN
3913	ken	ken	NOUN
3914	coma	coma	NOUN
3915	inquietante	inquietante	ADJ
3916	disegno	disegno	NOUN
3917	tenerla	tenere la	VERB
3918	atmosfera	atmosfera	NOUN
3919	spostati	spostare	VERB
3920	fatica	fatica	NOUN
3921	volante	volante	NOUN
3923	saluti	saluto	NOUN
3924	dritta	dritto	ADJ
3925	cancellato	cancellare	VERB
3926	hill	Hill	NOUN
3927	esagerato	esagerato	ADJ
3928	impero	impero	NOUN
3929	temperatura	temperatura	NOUN
3931	scimmia	scimmia	NOUN
3934	topo	topo	NOUN
3935	bimbo	bimbo	NOUN
3938	catena	catena	NOUN
3939	elegante	elegante	ADJ
3940	quinn	quinn	ADJ
3941	femmina	femmina	NOUN
3942	sete	sete	NOUN
3945	fermarmi	fermare mi	VERB
3947	regista	regista	NOUN
3949	ruota	ruota	NOUN
3951	rifiuto	rifiuto	NOUN
3952	battito	battito	NOUN
3957	flotta	flotta	NOUN
3959	rivedere	rivedere	VERB
3962	imbecille	imbecille	NOUN
3964	allenamento	allenamento	NOUN
3966	sodo	sodo	ADV
3969	patate	patata	NOUN
3970	infarto	infarto	NOUN
3972	ossigeno	ossigeno	NOUN
3974	affetto	affetto	NOUN
3978	buca	buca	NOUN
3980	leslie	Leslie	NOUN
3982	testimoniare	testimoniare	VERB
3984	fermarti	fermare ti	VERB
3986	trauma	trauma	NOUN
3989	riportato	riportare	VERB
3990	indizio	indizio	NOUN
3992	spezzato	spezzare	VERB
3997	ann	ann	ADJ
3998	vent'	vent	ADJ
3999	shock	shock	NOUN
4000	migliorare	migliorare	VERB
4001	lunedi	lunede	NOUN
4002	ucciderla	uccidere la	VERB
4003	subspedia	subspedio	ADJ
4004	condannato	condannare	VERB
4006	miles	miles	NOUN
4010	sentirsi	sentire si	VERB
4011	identità	identità	NOUN
4015	ministero	ministero	NOUN
4016	sensi	senso	ADJ
4018	tubo	tubo	NOUN
4019	badare	badare	VERB
4020	cabina	cabina	NOUN
4022	cacciato	cacciare	VERB
4024	vedervi	vedere vi	VERB
4027	pietà	pietà	NOUN
4030	accompagno	accompagno	NOUN
4031	tempio	tempio	NOUN
4033	mortale	mortale	ADJ
4034	mago	mago	NOUN
4035	pugni	pugna	NOUN
4036	carro	carro	NOUN
4037	tema	tema	NOUN
4038	francisco	francisco	ADJ
4042	esperimento	esperimento	NOUN
4044	gomma	gomma	NOUN
4045	muoviamoci	muoviamore ci	VERB
4046	tatuaggio	tatuaggio	NOUN
4047	whisky	whisky	NOUN
4048	qualità	qualità	NOUN
4050	reato	reato	NOUN
4051	investito	investire	VERB
4052	dipinto	dipingere	NOUN
4053	carrie	carria	NOUN
4056	vicolo	vicolo	NOUN
4057	capacità	capacità	NOUN
4058	noto	noto	ADJ
4059	patente	patente	NOUN
4060	riuscirai	riuscire ai	VERB
4061	villa	Villa	NOUN
4062	giochiamo	giochare	VERB
4063	anniversario	anniversario	NOUN
4064	finisci	finise ci	VERB
4068	stupro	stupro	NOUN
4069	potenziale	potenziale	ADJ
4074	testimonianza	testimonianza	NOUN
4075	standard	standard	NOUN
4078	nuotare	nuotare	VERB
4080	tende	tendere	VERB
4082	cortesia	cortesia	NOUN
4083	scoperta	scoprire	NOUN
4084	comitato	comitato	NOUN
4085	strategia	strategia	NOUN
4086	cultura	Cultura	NOUN
4089	diversamente	diversamente	ADV
4090	confusione	confusione	NOUN
4091	obiezione	obiezione	NOUN
4092	april	april	VERB
4096	simbolo	simbolo	NOUN
4097	linguaggio	linguaggio	NOUN
4098	tradizione	tradizione	NOUN
4099	minore	minore	ADJ
4100	schermo	schermo	NOUN
4101	cameriere	cameriere	NOUN
4102	fantasia	fantasia	NOUN
4104	bastone	bastone	NOUN
4107	polso	polso	NOUN
4108	dicevano	dicere	VERB
4109	possiede	possedere	VERB
4110	earl	earl	NOUN
4111	armato	armare	VERB
4112	j	j	NOUN
4113	settembre	settembre	NOUN
4114	mancata	mancato	ADJ
4115	sostegno	sostegno	NOUN
4117	neanch'	neanch	ADJ
4118	sbagliate	sbagliato	ADJ
4120	gentiluomo	gentiluomo	NOUN
4122	classico	classico	ADJ
4123	chirurgo	chirurgo	NOUN
4124	istituto	istituto	NOUN
4125	progressi	progresso	NOUN
4126	magico	magico	ADJ
4127	informato	informare	VERB
4128	eliminare	eliminare	VERB
4130	clay	clay	NOUN
4134	fedele	fedele	ADJ
4135	vacci	vaccio	NOUN
4138	natalie	natalia	ADJ
4139	spiego	spiegire	VERB
4140	trovarci	trovare ci	VERB
4143	matthew	matthew	NOUN
4144	spinta	spinta	NOUN
4145	difficoltà	difficoltà	NOUN
4146	taci	taci	ADJ
4147	licenza	licenza	NOUN
4148	diane	diano	ADJ
4149	profondamente	profondamente	ADV
4150	cappotto	cappotto	NOUN
4151	funzionera	funzionera	NOUN
4152	staff	staff	NOUN
4153	caos	caos	NOUN
4155	dichiarato	dichiarare	VERB
4157	evviva	evvivare	VERB
4160	identificato	identificare	VERB
4161	tono	tono	NOUN
4167	prostituta	prostituta	NOUN
4168	coprire	coprire	VERB
4169	rapimento	rapimento	NOUN
4170	collezione	collezione	NOUN
4171	trattamento	trattamento	NOUN
4174	sopravvissuto	sopravvissere	VERB
4176	aumento	aumento	NOUN
4178	cassaforte	cassaforte	NOUN
4179	targa	targa	NOUN
4181	sparisci	spariscre	VERB
4183	sintomi	sintomo	NOUN
4185	janet	Janet	NOUN
4189	riavere	riavere	VERB
4190	brindisi	Brindisi	NOUN
4192	piaciuta	piaciutare	VERB
4193	porterò	porterò	VERB
4194	temporale	temporale	ADJ
4196	considerazione	considerazione	NOUN
4197	ringraziarti	ringraziare ti	VERB
4204	ammetterlo	ammettere lo	VERB
4205	lana	lana	NOUN
4206	seno	seno	NOUN
4209	violento	violento	ADJ
4210	isolato	isolato	ADJ
4211	ritrovato	ritrovare	VERB
4213	atteggiamento	atteggiamento	NOUN
4214	frigo	Frigo	NOUN
4217	chiederlo	chiedere lo	VERB
4218	megan	megan	ADJ
4219	rovina	rovina	NOUN
4220	popolare	popolare	ADJ
4221	logan	Logan	ADV
4222	dispiaciuto	dispiaciere	VERB
4224	leone	leone	NOUN
4227	corona	corona	NOUN
4230	occupati	occupato	VERB
4231	comunicazione	comunicazione	NOUN
4232	insalata	insalata	NOUN
4234	boom	boom	NOUN
4235	segreteria	segreteria	NOUN
4236	coca	coca	NOUN
4237	unione	unione	NOUN
4240	spiacente	spiacente	ADJ
4241	ideale	ideale	NOUN
4242	resisti	resistare	VERB
4243	batteria	batteria	NOUN
4244	occuparmi	occupare mi	VERB
4245	continuamente	continuamente	ADV
4246	portalo	portalare	VERB
4250	ritmo	ritmo	NOUN
4251	polmoni	polmone	NOUN
4252	evidente	evidente	ADJ
4253	armata	armato	NOUN
4254	amata	amato	VERB
4255	impatto	impatto	NOUN
4256	consulente	consulente	NOUN
4257	accento	accento	NOUN
4259	eccome	eccome	ADV
4260	condanna	condanna	NOUN
4261	baci	baco	NOUN
4262	filmato	filmato	NOUN
4263	ricompensa	ricompensa	NOUN
4264	alicia	aliciare	NOUN
4266	storto	storto	ADJ
4268	fotografia	fotografia	NOUN
4269	sms	sms	NOUN
4270	stipendio	stipendio	NOUN
4271	rappresenta	rappresentare	VERB
4272	esserti	essere ti	VERB
4277	pazzia	pazzia	NOUN
4278	ellie	ellie	NOUN
4279	spaventoso	spaventoso	ADJ
4280	addestramento	addestramento	NOUN
4282	diamanti	diamante	NOUN
4283	tecnica	tecnico	ADJ
4284	nucleare	nucleare	ADJ
4285	crema	crema	NOUN
4286	antica	antico	ADJ
4288	acceso	accendere	VERB
4289	dammelo	dammelo	ADJ
4290	sparatoria	sparatoria	NOUN
4295	sbirri	sbirra	NOUN
4296	botte	botte	NOUN
4297	politico	politico	ADJ
4299	attentamente	attento	ADV
4300	notevole	notevole	ADJ
4302	segretaria	Segretaria	NOUN
4306	aggredito	aggredire	VERB
4307	tumore	tumore	NOUN
4309	complice	complice	NOUN
4310	proteggerti	proteggere ti	VERB
4312	boss	boss	NOUN
4315	procedere	procedere	VERB
4318	halloween	Halloween	NOUN
4320	immaginazione	immaginazione	NOUN
4321	metodo	metodo	NOUN
4326	tenda	tendere	NOUN
4328	raccolta	raccolta	NOUN
4330	trasferimento	trasferimento	NOUN
4331	tenerti	tenere ti	VERB
4333	pastore	pastore	NOUN
4334	attraversare	attraversare	VERB
4338	misura	misura	NOUN
4340	trasformato	trasformare	VERB
4344	autorita	autorito	NOUN
4346	sederti	sedere ti	VERB
4347	consegnare	consegnare	VERB
4350	coniglio	coniglio	NOUN
4351	serial	serial	NOUN
4354	assistenza	assistenza	NOUN
4355	metterla	mettere la	VERB
4358	roccia	roccia	NOUN
4359	cravatta	cravatta	NOUN
4364	movente	movente	NOUN
4365	fottuti	fottuto	ADJ
4366	difendere	difendere	VERB
4368	speso	spendere	VERB
4369	abbassa	abbassare	VERB
4371	spaziale	spaziale	ADJ
4372	cocaina	cocaina	NOUN
4374	unghie	unghia	NOUN
4375	chiamero	chiamero	NOUN
4376	cantina	cantina	NOUN
4377	medica	medico	ADJ
4381	lois	Lois	NOUN
4382	normalmente	normalmente	ADV
4383	fallimento	fallimento	NOUN
4386	liberare	liberare	VERB
4387	interrogatorio	interrogatorio	NOUN
4388	felix	felix	NOUN
4390	registri	registro	NOUN
4392	appunti	appunto	NOUN
4393	carattere	carattere	NOUN
4395	vincitore	vincitore	NOUN
4396	dose	dose	NOUN
4397	abita	abitare	VERB
4398	curare	curare	VERB
4399	mollare	mollare	VERB
4400	cerchio	cerchio	NOUN
4403	ragionevole	ragionevole	ADJ
4404	terroristi	terrorista	NOUN
4405	prodotti	prodotto	NOUN
4406	altrove	altrove	ADV
4407	assomiglia	assomigliare	VERB
4409	finira	finira	NOUN
4410	cimitero	cimitero	NOUN
4411	abitudine	abitudine	NOUN
4413	cauzione	cauzione	NOUN
4415	campeggio	campeggio	NOUN
4416	banco	banco	NOUN
4418	euro	euro	NOUN
4421	patetico	patetico	ADJ
4422	monte	monte	NOUN
4424	matta	mattare	ADJ
4425	elettrica	elettrico	ADJ
4426	ostaggio	ostaggio	NOUN
4427	asta	asta	NOUN
4428	lassu	Lassu	NOUN
4431	tina	tina	NOUN
4432	sofferenza	sofferenza	NOUN
4433	seguo	seguare	VERB
4435	attuale	attuale	ADJ
4439	contattare	contattare	VERB
4441	armati	armato	ADJ
4444	peggior	peggior	ADJ
4446	cortile	cortile	NOUN
4448	mettila	mettilare	VERB
4449	mestiere	mestiere	NOUN
4451	bionda	biondo	ADJ
4453	maya	maya	NOUN
4455	vomitare	vomitare	VERB
4456	sforzo	sforzo	NOUN
4458	sparate	sparata	NOUN
4460	cowboy	cowboy	NOUN
4461	sesto	sesto	ADJ
4462	emorragia	emorragia	NOUN
4463	preoccupati	preoccupare	ADJ
4464	protocollo	protocollo	NOUN
4467	rintracciare	rintracciare	VERB
4468	imperatore	imperatore	NOUN
4469	stivali	stivale	NOUN
4472	feci	feci	NOUN
4473	sacrificio	sacrificio	NOUN
4476	educazione	educazione	NOUN
4477	piacerà	piacare	VERB
4478	rivoluzione	rivoluzione	NOUN
4479	compagna	compagna	NOUN
4480	vodka	vodka	NOUN
4485	grilletto	grillettare	NOUN
4486	eccoli	eccolo	ADJ
4488	risate	risata	NOUN
4492	lanciato	lanciare	VERB
4493	tensione	tensione	NOUN
4494	avvicina	avvicinare	VERB
4496	rilasciato	rilasciare	VERB
4497	uccidera	uccidero	NOUN
4498	collana	collana	NOUN
4499	distintivo	distintivo	ADJ
4500	operatoria	operatoria	NOUN
4502	erica	erico	NOUN
4504	indagare	indagare	VERB
4505	capacita	capacitare	NOUN
4506	giallo	giallo	NOUN
4507	internazionale	internazionale	ADJ
4512	chitarra	chitarra	NOUN
4513	generazione	generazione	NOUN
4516	shane	shane	ADJ
4517	neil	neil	ADJ
4522	distruzione	distruzione	NOUN
4525	piazza	piazza	NOUN
4526	autopsia	autopsia	NOUN
4530	protetto	proteggere	ADJ
4531	cotta	cottare	NOUN
4532	volerlo	volere lo	VERB
4533	tutt'	tutt	ADV
4535	rottura	rottura	NOUN
4538	rispettare	rispettare	VERB
4539	ansia	ansia	NOUN
4541	toccarmi	toccare mi	VERB
4543	secco	secco	ADJ
4544	dick	dick	ADJ
4546	rimediare	rimediare	VERB
4549	bambola	bambola	NOUN
4550	hamburger	hamburger	NOUN
4551	presumo	presumo	NOUN
4552	avviso	avviso	NOUN
4553	dea	dee	NOUN
4554	piacera	piacerare	VERB
4556	qualita	qualita	NOUN
4558	green	green	NOUN
4559	portafoglio	portafoglio	NOUN
4561	iscrew	iscrew	NOUN
4562	comunità	comunità	NOUN
4564	comunicare	comunicare	VERB
4565	stupenda	stupendo	ADJ
4566	mitchell	mitchell	NOUN
4567	beneficenza	beneficenza	NOUN
4568	getta	gettare	VERB
4572	complesso	complesso	ADJ
4577	altrettanto	altrettanto	ADV
4578	infelice	infelice	ADJ
4579	tenermi	tenere mi	VERB
4581	mezzogiorno	mezzogiorno	NOUN
4583	romanzo	romanzo	NOUN
4585	usarlo	usare lo	VERB
4586	ambasciatore	ambasciatore	NOUN
4589	baciato	baciare	VERB
4591	condotto	condurre	VERB
4592	neal	neal	VERB
4593	giunto	giungere	VERB
4594	yeah	yeah	NOUN
4595	prezioso	prezioso	ADJ
4597	anziani	anziano	NOUN
4598	religione	religione	NOUN
4600	harold	Harold	VERB
4601	promozione	promozione	NOUN
4602	merce	merce	NOUN
4603	pensassi	pensassare	VERB
4605	apra	aprere	VERB
4609	passaporto	passaporto	NOUN
4610	vanessa	vanessa	ADJ
4611	zitti	zitto	ADJ
4612	pubblicita	pubblicita	NOUN
4614	cacca	cacca	NOUN
4617	disperato	disperato	ADJ
4619	servi	servo	NOUN
4620	mickey	mickey	NOUN
4621	particolarmente	particolarmente	ADV
4622	serena	sereno	ADJ
4623	regalato	regalare	VERB
4625	riconosco	riconoscare	VERB
4626	gemelli	gemello	ADJ
4627	comunita	comunire	NOUN
4630	privacy	privacy	NOUN
4633	fratellino	fratellino	NOUN
4634	abbraccio	abbracciare	NOUN
4635	figata	figato	NOUN
4636	vedova	vedovo	NOUN
4640	straordinaria	straordinario	ADJ
4641	sincera	sincero	VERB
4642	wade	Wade	NOUN
4643	pipi	pipio	NOUN
4645	jill	Jill	NOUN
4646	senz'	senz	NOUN
4649	tipa	tipare	ADJ
4650	mammina	Mammina	NOUN
4652	guanti	guanto	NOUN
4655	poterti	potere ti	VERB
4657	consigliere	consigliere	NOUN
4658	feriti	ferito	NOUN
4659	sacro	sacro	ADJ
4664	fascicolo	fascicolo	NOUN
4665	prenderci	prendere ci	VERB
4666	interrompere	interrompere	VERB
4668	cinesi	cinese	NOUN
4669	raccomando	raccomandere	VERB
4670	bandiera	bandiera	NOUN
4672	chip	chip	NOUN
4673	malcolm	malcolm	NOUN
4674	stabile	stabile	ADJ
4675	autorizzazione	autorizzazione	NOUN
4676	separati	separare	VERB
4677	pubblicità	pubblicità	NOUN
4679	eccellenza	eccellenza	NOUN
4681	caramelle	caramella	NOUN
4682	facce	faccia	NOUN
4685	tracy	tracy	NOUN
4686	trasmissione	trasmissione	NOUN
4687	record	record	NOUN
4688	lusso	lusso	NOUN
4691	sfortuna	sfortuno	NOUN
4694	mobili	mobile	ADJ
4696	apertura	apertura	NOUN
4697	spegni	spegno	NOUN
4698	spina	spina	NOUN
4700	visitare	visitare	VERB
4701	damon	damon	ADJ
4702	fango	fango	ADV
4703	schiavi	schiavo	NOUN
4706	anthony	anthony	ADJ
4707	ehila	ehila	NOUN
4708	infezione	infezione	NOUN
4713	rientrare	rientrare	VERB
4715	parlero	parlerare	VERB
4718	congresso	congresso	NOUN
4719	accomodi	accomodare	ADJ
4721	economia	economia	NOUN
4722	entusiasta	entusiasta	ADJ
4723	prendila	prendie la	VERB
4725	violazione	violazione	NOUN
4727	metallo	metallo	NOUN
4730	pelo	pelo	NOUN
4732	rallenta	rallentare	VERB
4734	scommettere	scommettere	VERB
