rank	original	lemma	POS
3739	evan	evan	VERB
3743	spagnolo	spagnolo	ADJ
3744	apposta	apposta	ADV
3752	eli	eli	NOUN
3753	sin	sino	ADV
3756	curioso	curioso	ADJ
3760	fresca	fresco	ADJ
3764	abbi	abbi	VERB
3765	nozze	nozza	NOUN
3770	novita	novita	NOUN
3781	incredibilmente	incredibilmente	ADV
3782	concentrati	concentrato	ADJ
3786	eccezionale	eccezionale	ADJ
3789	sano	sano	ADJ
3790	identita	identire	NOUN
3793	femminile	femminile	ADJ
3796	grato	grato	ADJ
3800	arrivera	arrivera	NOUN
3804	riley	riley	VERB
3806	chiamarla	chiamare la	VERB
3807	martha	martha	VERB
3815	preparati	preparato	ADJ
3817	spetta	spettare	VERB
3821	bici	bico	NOUN
3824	singolo	singolo	ADJ
3825	persi	perso	ADJ
3827	piaccio	piacciare	VERB
3829	cavaliere	cavaliere	NOUN
3833	italiano	italiano	ADJ
3834	mettersi	mettere si	VERB
3835	top	top	ADJ
3841	bonnie	bonnia	NOUN
3842	whoa	Whoa	NOUN
3845	velocita	velocitare	NOUN
3848	marie	mario	ADJ
3850	sinistro	sinistro	ADJ
3855	deposito	deposito	NOUN
3857	walker	Walker	NOUN
3861	nobile	nobile	ADJ
3863	spieghi	spieghi	VERB
3868	booth	booth	NOUN
3870	travis	travis	VERB
3872	muori	muorere	ADJ
3873	reverendo	reverere	VERB
3887	scrivi	scrivare	VERB
3888	jenna	Jenna	NOUN
3890	stavate	stavare	VERB
3893	verrò	verrò	VERB
3895	edward	edward	NOUN
3896	giappone	Giappone	NOUN
3903	starò	starò	VERB
3905	versi	verso	NOUN
3909	conosca	conore	VERB
3912	parlami	parlami	VERB
3913	ken	ken	NOUN
3915	inquietante	inquietante	ADJ
3917	tenerla	tenere la	VERB
3922	chance	chance	NOUN
3926	hill	Hill	NOUN
3927	esagerato	esagerato	ADJ
3936	andatevene	andatevene	VERB
3939	elegante	elegante	ADJ
3940	quinn	quinn	ADJ
3945	fermarmi	fermare mi	VERB
3952	battito	battito	NOUN
3960	ahi	ahi	VERB
3966	sodo	sodo	ADV
3980	leslie	Leslie	NOUN
3984	fermarti	fermare ti	VERB
3997	ann	ann	ADJ
3998	vent'	vent	ADJ
4001	lunedi	lunede	NOUN
4002	ucciderla	uccidere la	VERB
4003	subspedia	subspedio	ADJ
4006	miles	miles	NOUN
4009	perdoni	perdoni	VERB
4010	sentirsi	sentire si	VERB
4014	potrete	potrete	VERB
4017	morirai	morirai	VERB
4024	vedervi	vedere vi	VERB
4030	accompagno	accompagno	NOUN
4033	mortale	mortale	ADJ
4038	francisco	francisco	ADJ
4041	occupi	occupi	VERB
4045	muoviamoci	muoviamore ci	VERB
4050	reato	reato	NOUN
4053	carrie	carria	NOUN
4055	white	White	NOUN
4060	riuscirai	riuscire ai	VERB
4061	villa	Villa	NOUN
4062	giochiamo	giochare	VERB
4064	finisci	finise ci	VERB
4069	potenziale	potenziale	ADJ
4076	tienilo	tienilo	VERB
4084	comitato	comitato	NOUN
4089	diversamente	diversamente	ADV
4092	april	april	VERB
4099	minore	minore	ADJ
4101	cameriere	cameriere	NOUN
4106	portatelo	portatelo	VERB
4110	earl	earl	NOUN
4112	j	j	NOUN
4114	mancata	mancato	ADJ
4117	neanch'	neanch	ADJ
4121	dara	darare	VERB
4122	classico	classico	ADJ
4124	istituto	istituto	NOUN
4126	magico	magico	ADJ
4130	clay	clay	NOUN
4134	fedele	fedele	ADJ
4135	vacci	vaccio	NOUN
4138	natalie	natalia	ADJ
4139	spiego	spiegire	VERB
4140	trovarci	trovare ci	VERB
4141	mandi	mandi	VERB
4143	matthew	matthew	NOUN
4146	taci	taci	ADJ
4148	diane	diano	ADJ
4149	profondamente	profondamente	ADV
4151	funzionera	funzionera	NOUN
4152	staff	staff	NOUN
4157	evviva	evvivare	VERB
4167	prostituta	prostituta	NOUN
4181	sparisci	spariscre	VERB
4185	janet	Janet	NOUN
4190	brindisi	Brindisi	NOUN
4192	piaciuta	piaciutare	VERB
4193	porterò	porterò	VERB
4194	temporale	temporale	ADJ
4197	ringraziarti	ringraziare ti	VERB
4204	ammetterlo	ammettere lo	VERB
4209	violento	violento	ADJ
4210	isolato	isolato	ADJ
4212	beve	beve	VERB
4214	frigo	Frigo	NOUN
4217	chiederlo	chiedere lo	VERB
4218	megan	megan	ADJ
4220	popolare	popolare	ADJ
4221	logan	Logan	ADV
4222	dispiaciuto	dispiaciere	VERB
4232	insalata	insalata	NOUN
4240	spiacente	spiacente	ADJ
4242	resisti	resistare	VERB
4244	occuparmi	occupare mi	VERB
4245	continuamente	continuamente	ADV
4252	evidente	evidente	ADJ
4259	eccome	eccome	ADV
4261	baci	baco	NOUN
4262	filmato	filmato	NOUN
4264	alicia	aliciare	NOUN
4266	storto	storto	ADJ
4272	esserti	essere ti	VERB
4274	spento	spento	VERB
4278	ellie	ellie	NOUN
4279	spaventoso	spaventoso	ADJ
4284	nucleare	nucleare	ADJ
4286	antica	antico	ADJ
4289	dammelo	dammelo	ADJ
4291	verro	Verro	NOUN
4295	sbirri	sbirra	NOUN
4299	attentamente	attento	ADV
4300	notevole	notevole	ADJ
4310	proteggerti	proteggere ti	VERB
4318	halloween	Halloween	NOUN
4331	tenerti	tenere ti	VERB
4344	autorita	autorito	NOUN
4346	sederti	sedere ti	VERB
4351	serial	serial	NOUN
4355	metterla	mettere la	VERB
4356	benedica	benedica	VERB
4361	sapremo	sapremo	VERB
4365	fottuti	fottuto	ADJ
4367	little	Little	NOUN
4375	chiamero	chiamero	NOUN
4381	lois	Lois	NOUN
4382	normalmente	normalmente	ADV
4388	felix	felix	NOUN
4393	carattere	carattere	NOUN
4403	ragionevole	ragionevole	ADJ
4405	prodotti	prodotto	NOUN
4406	altrove	altrove	ADV
4409	finira	finira	NOUN
4421	patetico	patetico	ADJ
4424	matta	mattare	ADJ
4428	lassu	Lassu	NOUN
4433	seguo	seguare	VERB
4435	attuale	attuale	ADJ
4444	peggior	peggior	ADJ
4448	mettila	mettilare	VERB
4449	mestiere	mestiere	NOUN
4451	bionda	biondo	ADJ
4453	maya	maya	NOUN
4458	sparate	sparata	NOUN
4469	stivali	stivale	NOUN
4472	feci	feci	NOUN
4477	piacerà	piacare	VERB
4485	grilletto	grillettare	NOUN
4486	eccoli	eccolo	ADJ
4490	portero	portero	VERB
4497	uccidera	uccidero	NOUN
4499	distintivo	distintivo	ADJ
4500	operatoria	operatoria	NOUN
4502	erica	erico	NOUN
4503	negro	negroe	NOUN
4505	capacita	capacitare	NOUN
4507	internazionale	internazionale	ADJ
4508	fatevi	fatevi	VERB
4509	chiudo	chiudo	VERB
4511	one	one	NOUN
4516	shane	shane	ADJ
4517	neil	neil	ADJ
4528	sentirai	sentirai	VERB
4531	cotta	cottare	NOUN
4532	volerlo	volere lo	VERB
4533	tutt'	tutt	ADV
4541	toccarmi	toccare mi	VERB
4543	secco	secco	ADJ
4544	dick	dick	ADJ
4551	presumo	presumo	NOUN
4553	dea	dee	NOUN
4554	piacera	piacerare	VERB
4556	qualita	qualita	NOUN
4558	green	green	NOUN
4561	iscrew	iscrew	NOUN
4565	stupenda	stupendo	ADJ
4566	mitchell	mitchell	NOUN
4572	complesso	complesso	ADJ
4577	altrettanto	altrettanto	ADV
4578	infelice	infelice	ADJ
4579	tenermi	tenere mi	VERB
4585	usarlo	usare lo	VERB
4587	fermatevi	fermatevi	VERB
4592	neal	neal	VERB
4594	yeah	yeah	NOUN
4595	prezioso	prezioso	ADJ
4600	harold	Harold	VERB
4603	pensassi	pensassare	VERB
4605	apra	aprere	VERB
4607	riuscite	riuscito	ADJ
4610	vanessa	vanessa	ADJ
4611	zitti	zitto	ADJ
4612	pubblicita	pubblicita	NOUN
4613	sareste	sareste	VERB
4617	disperato	disperato	ADJ
4620	mickey	mickey	NOUN
4621	particolarmente	particolarmente	ADV
4622	serena	sereno	ADJ
4625	riconosco	riconoscare	VERB
4627	comunita	comunire	NOUN
4629	trono	trono	VERB
4635	figata	figato	NOUN
4642	wade	Wade	NOUN
4643	pipi	pipio	NOUN
4645	jill	Jill	NOUN
4646	senz'	senz	NOUN
4649	tipa	tipare	ADJ
4653	sedetevi	sedetevi	VERB
4655	poterti	potere ti	VERB
4657	consigliere	consigliere	NOUN
4658	feriti	ferito	NOUN
4659	sacro	sacro	ADJ
4665	prenderci	prendere ci	VERB
4669	raccomando	raccomandere	VERB
4673	malcolm	malcolm	NOUN
4674	stabile	stabile	ADJ
4682	facce	faccia	NOUN
4685	tracy	tracy	NOUN
4691	sfortuna	sfortuno	NOUN
4694	mobili	mobile	ADJ
4697	spegni	spegno	NOUN
4701	damon	damon	ADJ
4702	fango	fango	ADV
4706	anthony	anthony	ADJ
4707	ehila	ehila	NOUN
4715	parlero	parlerare	VERB
4719	accomodi	accomodare	ADJ
4722	entusiasta	entusiasta	ADJ
4723	prendila	prendie la	VERB
4738	ronnie	ronnia	NOUN
4740	is	is	VERB
4750	nora	nora	NOUN
4754	shh	Shh	ADJ
4759	morira	moriro	NOUN
4762	barney	Barney	NOUN
4767	marine	marino	ADJ
4774	volonta	volontare	VERB
4777	aiutera	aiuterare	VERB
4783	dale	dale	ADJ
4787	abilita	abilire	VERB
4788	amber	amber	NOUN
4789	candidato	candidare	NOUN
4790	subsfactory	subsfactory	NOUN
4793	out	out	NOUN
4794	duramente	duramente	ADV
4798	dozzina	dozzinare	NOUN
4803	tipico	tipico	ADJ
4807	colin	Colin	NOUN
4811	chiese	chiendere	VERB
4820	eun	eun	NOUN
4821	schifoso	schifoso	ADJ
4826	vidi	vidre	VERB
4837	leggo	leggo	VERB
4841	cominci	cominci	VERB
4845	nervi	nervo	ADJ
4846	cercarlo	cercare lo	VERB
4847	raymond	Raymond	ADJ
4849	cameron	cameron	NOUN
4853	sensibile	sensibile	ADJ
4857	chiacchierata	chiacchierata	NOUN
4858	parlerò	parleere	VERB
4859	cam	cam	NOUN
4862	aiuterà	aiutere	VERB
4863	appetito	appetito	NOUN
4869	pam	pam	NOUN
4870	sembrerebbe	sembreere	VERB
4874	invisibile	invisibile	ADJ
4876	darvi	dare vi	VERB
4884	norman	norman	NOUN
4886	accadra	accadra	VERB
4888	guardalo	guardae lo	VERB
4889	rendo	rere	VERB
4890	diretti	diretto	ADJ
4894	portera	porterare	VERB
4899	indossi	indossi	VERB
4900	mitch	mitchre	VERB
4905	dog	dog	NOUN
4910	partite	partita	NOUN
4911	lance	lancia	NOUN
4918	manette	manetta	NOUN
4922	drew	drew	NOUN
4925	time	time	NOUN
4926	averli	avere li	VERB
4927	assoluto	assoluto	ADJ
4929	capirai	capire ai	VERB
4932	datti	datto	ADJ
4933	hunter	hunter	NOUN
4935	girl	girl	NOUN
4936	preghiera	preghierare	NOUN
4938	tuta	tuta	NOUN
4943	servirebbe	servirebbe	VERB
4945	stefan	stefan	NOUN
4949	martedi	martedi	NOUN
4953	dannatamente	dannatamente	ADV
4954	avervi	avere vi	VERB
4955	terribilmente	terribilmente	ADV
4957	aspettami	aspettame	NOUN
4960	daisy	daisy	NOUN
4961	leggero	leggero	ADJ
4963	desiderato	desiderato	ADJ
4965	boy	Boy	NOUN
4969	bugiarda	Bugiarda	VERB
4970	stufo	stufore	NOUN
4973	lasciarci	lasciare ci	VERB
4977	hot	hot	ADJ
4978	trevor	trevorre	VERB
4980	klaus	Klaus	NOUN
4991	troverete	troverete	VERB
4992	debbie	debbie	VERB
4993	stone	stone	NOUN
4996	lento	lento	ADJ
5001	minacce	minaccia	NOUN
5008	grata	grare	NOUN
5010	blue	blue	NOUN
5013	tessuto	tessuto	ADJ
5015	francamente	francamente	ADV
5018	risponda	rispondare	VERB
5019	diresti	diredere	VERB
5020	infine	infine	ADV
5022	passami	passami	VERB
5027	maledetti	maledetti	VERB
5034	ruth	ruth	NOUN
5036	quartier	quartier	NOUN
5037	mettero	metterere	VERB
5038	database	databasa	NOUN
5040	nicole	nicolo	ADJ
5044	funzionerà	funzionerà	VERB
5055	venissi	venise si	VERB
5057	sposarti	sposare ti	VERB
5058	indipendente	indipendente	ADJ
5083	bravissimo	brave	ADJ
5085	ambasciata	ambasciare	NOUN
5097	pattuglia	pattugliare	NOUN
5105	salvarti	salvare ti	VERB
5110	perdente	perdente	ADJ
5113	perdiamo	perdire	VERB
5114	metterò	metterò	VERB
5115	seguitemi	seguitemi	VERB
5118	melissa	melissa	NOUN
5120	lydia	Lydia	ADJ
5122	shaw	shawe	ADV
5127	giovedi	giovedio	NOUN
5128	east	east	NOUN
5129	dwight	dwight	VERB
5133	impressionante	impressionare	ADJ
5134	solare	solare	ADJ
5135	ribelli	ribelle	ADJ
5140	scuso	scusere	VERB
5143	sedile	sedile	ADJ
5146	sorridi	sorridare	VERB
5147	sposarsi	sposare si	VERB
5148	vedro	vedrare	VERB
5149	lasciatelo	lasciatelo	VERB
5150	ragae'	ragaee	VERB
5161	sapra	saprare	VERB
5162	gita	gita	NOUN
5167	katherine	Katherine	NOUN
5169	tara	taro	NOUN
5173	passera	passera	VERB
5179	domestica	domestico	ADJ
5185	christine	Christine	NOUN
5186	uscirne	uscire ne	VERB
5189	robbie	robbie	VERB
5190	carmen	carmen	ADJ
5192	cerebrale	cerebrale	ADJ
5195	carini	carine	NOUN
5196	salvatore	salvatore	NOUN
5201	bishop	bishop	NOUN
5202	sconvolta	sconvolre	VERB
5203	perdo	perdare	VERB
5209	seguimi	seguimi	VERB
5211	nascosti	nascorre	VERB
5219	preoccuparmi	preoccupare mi	VERB
5220	cellulari	cellulare	NOUN
5222	andre	Andre	NOUN
5226	stuart	stuart	NOUN
5232	brooklyn	brooklyn	NOUN
5233	angel	angel	NOUN
5241	miranda	mirando	ADJ
5242	chase	chase	NOUN
5247	doyle	doyle	VERB
5253	post	post	NOUN
5255	seminterrato	Seminterrato	NOUN
5258	won	won	NOUN
5259	beviamo	bevare	VERB
5262	ascoltatemi	ascoltatemi	VERB
5266	valentino	valentino	VERB
5267	chiappe	chiappa	NOUN
5274	muoio	muoio	NOUN
5276	monsieur	monsieur	NOUN
5277	felicita	Felicita	NOUN
5281	fondamentale	fondamentale	ADJ
5282	turner	turner	NOUN
5288	pat	pat	NOUN
5291	guardarti	guardare ti	VERB
5294	svelta	sveltare	VERB
5297	boschi	bosco	NOUN
5302	gina	Gina	NOUN
5303	flynn	flynn	NOUN
5307	generoso	generoso	ADJ
5309	veronica	veronica	ADJ
5312	beach	beach	NOUN
5313	brandon	Brandon	VERB
5316	misterioso	misterioso	ADJ
5321	muoia	muoiere	VERB
5327	graham	graham	NOUN
5328	occuparsi	occupare si	VERB
5332	chiuse	chiuso	ADJ
5335	avery	avery	ADV
5339	varie	vario	ADJ
5340	lutto	luttare	NOUN
5347	bevendo	bevire	VERB
5348	medio	medio	ADJ
5349	pablo	pablo	VERB
5351	prometti	prometti	VERB
5352	divertirsi	divertire si	VERB
5353	cocktail	cocktailo	NOUN
5356	permetti	permetti	VERB
5362	psicopatico	psicopatico	ADJ
5367	sbrigatevi	sbrigatee vi	VERB
5376	dicci	diccio	VERB
5377	svelto	svegliere	VERB
5378	incontrarci	incontrare ci	VERB
5379	compro	compro	VERB
5381	rimango	rimangere	VERB
5389	prenderli	prendere li	VERB
5390	jen	jen	NOUN
5391	tac	tac	NOUN
5394	consapevole	consapevole	ADJ
5402	provarlo	provare lo	VERB
5405	mcgee	mcgee	NOUN
5407	preoccupatevi	preoccupateve	VERB
5408	vederli	vedere li	VERB
5410	ni	ni	VERB
5414	eterno	eterno	ADJ
5419	arriveremo	arrivere	VERB
5420	collins	collins	NOUN
5426	mostrarti	mostrare ti	VERB
5429	lire	lira	NOUN
5431	supermercato	supermercato	NOUN
5438	mori	more	NOUN
5439	evvai	evvai	NOUN
5443	cassie	cassia	NOUN
5445	senzatetto	senzatettere	NOUN
5457	andassi	andassi	VERB
5460	divertitevi	divertiteve	ADJ
5466	seattle	seattle	NOUN
5469	vacca	Vacca	NOUN
5472	banche	banca	NOUN
5476	costoso	costoso	ADJ
5483	garcia	Garcia	NOUN
5490	up	up	NOUN
5503	permettermi	permettere mi	VERB
5505	decidi	decidare	VERB
5507	credevi	credevi	VERB
5509	cal	cale	NOUN
5518	kitty	Kitty	NOUN
5519	corrotto	corrotto	ADJ
5523	dee	dee	VERB
5524	ando	are	VERB
5529	sfigato	sfigato	ADJ
5530	harper	Harper	NOUN
5532	stanley	stanley	VERB
5534	jin	jin	NOUN
5537	ingegnere	ingegnere	NOUN
5542	finirai	finire ai	VERB
5547	connie	connie	NOUN
5549	bada	Bada	VERB
5550	wallace	Wallace	NOUN
5556	lindsay	lindsay	VERB
5557	muovi	muovi	VERB
5558	effettivamente	effettivamente	ADV
5559	manny	manny	NOUN
5560	violet	violet	NOUN
5561	lascerai	lascere ai	VERB
5573	bicchieri	bicchiere	NOUN
5577	doloroso	doloroso	ADJ
5578	andrei	andrei	VERB
5586	tess	tess	NOUN
5598	carla	care la	VERB
5601	specifico	specifico	ADJ
5605	caleb	caleb	NOUN
5606	tucker	tucker	NOUN
5608	indosso	indosso	ADV
5613	promettimi	promettimi	ADJ
5616	prenderai	prenderai	VERB
5617	riconosci	riconoscire	VERB
5620	diventerai	diventere ai	VERB
5621	curtis	curtis	NOUN
5623	recentemente	recentemente	ADV
5626	usarla	usare la	VERB
5627	rischioso	rischioso	ADJ
5631	aveste	aveste	VERB
5634	troy	troy	NOUN
5638	phoebe	phoebe	VERB
5640	farebbero	farebbero	VERB
5661	garantisco	garantisco	VERB
5670	offrirti	offrire ti	VERB
5681	fagli	fa il	NOUN
5682	partiti	partito	NOUN
5683	guardarlo	guardare lo	VERB
5687	riuscirci	riuscire ci	VERB
5691	tieniti	tienire	VERB
5696	sorprese	sorpresa	NOUN
5698	fortunatamente	fortunatamente	ADV
5702	preghiere	preghiera	NOUN
5704	elementare	elementare	ADJ
5705	grey	grey	NOUN
5710	statua	Statua	NOUN
5721	rapidamente	rapidamente	ADV
5722	liquido	liquido	ADJ
5723	crederai	crederaire	VERB
5730	clyde	clyde	ADV
5732	segua	seguere	VERB
5734	donald	Donald	VERB
5737	rory	roryo	NOUN
5753	chiedero	chiederere	VERB
5755	vomito	vomire	NOUN
5759	mettetevi	mettetevi	VERB
5761	sappi	sapre pi	VERB
5771	parlarci	parlare ci	VERB
5779	g	g	NOUN
5780	evidentemente	evidentemente	ADV
5782	benny	Benny	NOUN
5784	conoscevi	conoscevi	VERB
5789	sorprendente	sorprendente	ADJ
5790	sharon	Sharon	NOUN
5798	finisco	finiscere	VERB
5802	saperne	sapere ne	VERB
5803	spie	spia	NOUN
5806	night	night	NOUN
5807	world	World	NOUN
5809	raro	raro	ADJ
5818	roman	roman	ADJ
5819	nascondersi	nascondere si	VERB
5820	vorrebbero	vorrebbero	VERB
5822	angie	angia	NOUN
5823	obitorio	obitorio	ADJ
5826	pigiama	pigiama	VERB
5831	corsi	corso	NOUN
5832	sedermi	sedere mi	VERB
5833	sire	sire	VERB
5836	preferiti	preferito	ADJ
5843	portarci	portare ci	VERB
5846	trovera	troverare	VERB
5847	certificato	certificato	ADJ
5851	detesto	detestare	NOUN
5854	facci	faccio	ADJ
5858	parliamone	parliamone	NOUN
5859	bell	Bell	ADJ
5860	attivo	attivo	ADJ
5861	coperte	coperre	VERB
5863	anderson	andersono	NOUN
5865	lex	lex	VERB
5869	irlandese	irlandese	ADJ
5871	forme	forma	NOUN
5877	cercherò	cerchare	VERB
5879	lloyd	Lloyd	NOUN
5885	mick	mick	ADJ
5886	lemon	Lemon	NOUN
5887	fermarci	fermare ci	VERB
5890	ned	nedo	NOUN
5893	vivente	vivente	ADJ
5896	preoccupo	preoccupo	VERB
5901	patty	Patty	NOUN
5902	finiamo	finare	VERB
5903	denise	denise	NOUN
5912	joy	joy	NOUN
5915	nuovamente	nuovamente	ADV
5917	aspettavi	aspettavi	VERB
5918	long	long	NOUN
5919	sid	sid	NOUN
5920	chiederò	chiederò	VERB
5921	fidarsi	fidare si	VERB
5926	porteremo	portere	VERB
5928	vadano	vadano	VERB
5933	proibito	proibire	ADJ
5936	terro	terro	NOUN
5938	vitale	vitale	ADJ
5941	degno	degno	ADJ
5944	eve	eve	NOUN
5945	presentarti	presentare ti	VERB
5946	leggermente	leggermente	ADV
5947	fermarsi	fermare si	VERB
5950	clan	Clan	NOUN
5951	louise	Louise	NOUN
5952	quì	quì	ADV
5953	avenue	Avenue	NOUN
5966	alec	alec	ADJ
5970	rivoglio	rivoglio	NOUN
5972	maestra	Maestra	NOUN
5973	capra	capra	ADJ
5975	brick	brick	NOUN
5980	isaac	isaac	ADJ
5987	credermi	credere mi	VERB
5989	provaci	provaci	VERB
5996	diranno	dari	VERB
5997	solitario	solitario	ADJ
5998	fisicamente	fisicamente	ADV
6000	alquanto	alquanto	ADV
6001	manco	manco	NOUN
6002	penale	penale	ADJ
6008	favola	favola	NOUN
6012	becky	Becky	NOUN
6013	server	server	NOUN
6014	salvarlo	salvare lo	VERB
6016	risparmi	risparmio	NOUN
6017	gemma	gemma	NOUN
6022	color	color	NOUN
6024	orleans	orleans	NOUN
6025	togliermi	togliere mi	VERB
6027	diploma	diploma	NOUN
6028	contenuto	contenuto	NOUN
6030	riga	riga	NOUN
6034	prendetelo	prendetelo	VERB
6035	prenderanno	prendare	VERB
6037	divento	divento	VERB
6038	botta	botto	ADJ
6041	preparatevi	preparatee vi	VERB
6044	goccia	goccia	NOUN
6045	insolito	insolito	ADJ
6046	vena	vena	NOUN
6048	alfa	alfa	NOUN
6049	fidanzati	fidanzato	VERB
6050	foglie	foglia	NOUN
6052	lampada	lampada	NOUN
6056	sconfitta	sconfitta	NOUN
6057	durata	durata	NOUN
6058	salvataggio	salvataggio	NOUN
6059	scortese	scortesa	ADJ
6060	lavanderia	lavanderia	NOUN
6062	vedra	vedra	VERB
6065	competizione	competizione	NOUN
6067	compri	comprio	VERB
6068	vernice	vernice	NOUN
6069	round	round	NOUN
6070	freccia	freccia	NOUN
6071	gentilezza	gentilezza	NOUN
6073	spreco	spreco	NOUN
6076	commercio	commercio	NOUN
6080	paraggi	paraggio	NOUN
6082	assassinio	assassinio	NOUN
6083	miguel	miguel	VERB
6084	suite	suite	NOUN
6085	mancherai	manchere ai	VERB
6086	vendite	vendita	NOUN
6088	riabilitazione	riabilitazione	NOUN
6089	rancore	rancore	NOUN
6091	flusso	flusso	NOUN
6092	musicale	musicale	ADJ
6093	insistito	insistire	VERB
6095	quantità	quantità	NOUN
6096	scusarti	scusare ti	VERB
6098	cercarla	cercare la	VERB
6100	mm	mm	NOUN
6101	foglio	foglio	NOUN
6105	vinci	vincio	NOUN
6110	sedersi	sedere si	VERB
6111	note	nota	NOUN
6118	diagnosi	diagnosi	NOUN
6122	sappiate	sappiare	VERB
6127	diamoci	diamoci	VERB
6128	queen	queen	NOUN
6135	codici	codico	NOUN
6136	muoverci	muovere ci	VERB
6137	satana	satana	NOUN
6141	ucciderci	uccidere ci	VERB
6142	astronave	astronave	NOUN
6144	conoscerlo	conoscere lo	VERB
6145	vie	via	NOUN
6148	verdetto	verdettere	VERB
6149	saggezza	saggezza	NOUN
6150	approvazione	approvazione	NOUN
6155	nuvole	nuvola	NOUN
6160	unite	Unite	ADJ
6161	web	web	NOUN
6162	tosta	tosto	ADJ
6163	candele	candela	NOUN
6165	bistecca	bisteccare	NOUN
6169	diventera	diventee ra	VERB
6173	alexander	alexander	NOUN
6176	leale	leale	ADJ
6179	letti	letto	NOUN
6180	telefonica	telefonico	ADJ
6181	riscontro	riscontro	NOUN
6183	stiate	stiate	VERB
6184	palmer	palmer	NOUN
6186	cristallo	Cristallo	NOUN
6188	applauso	applauso	NOUN
6191	cicatrice	cicatore	NOUN
6192	dallas	dallas	ADJ
6194	riferimento	riferimento	NOUN
6195	infermeria	infermeria	NOUN
6196	riconoscimento	riconoscimento	NOUN
6198	molo	molo	NOUN
6199	erede	erede	NOUN
6200	apro	apro	VERB
6207	meccanico	meccanico	ADJ
6209	protagonista	protagonista	NOUN
6210	letale	letale	ADJ
6213	force	force	NOUN
6215	animo	animo	NOUN
6217	arrogante	arrogante	ADJ
6218	impazzendo	impazzere	VERB
6219	impulso	impulso	NOUN
6222	scomparsi	scompare si	VERB
6223	unirsi	unire si	VERB
6225	oscurita	oscurire	NOUN
6227	costante	costante	ADJ
6230	ascoltarmi	ascoltare mi	VERB
6231	perderai	perdere ai	VERB
6232	lena	lenare	VERB
6237	commenti	commento	NOUN
6238	sensori	sensore	NOUN
6245	salvarla	salvare la	VERB
6248	volevate	volevare	VERB
6250	seguirmi	seguire mi	VERB
6254	svenuto	svenere	VERB
6255	ego	ego	NOUN
6257	andarvene	andare ve ne	VERB
6258	judy	Judy	NOUN
6260	curriculum	curriculum	NOUN
6262	budget	budget	NOUN
6263	priorita	priorito	NOUN
6264	nerd	nerd	NOUN
6266	sindacato	sindacato	NOUN
6267	haley	Haley	VERB
6269	dimissioni	dimissione	NOUN
6270	spedizione	spedizione	NOUN
6272	multa	multa	NOUN
6274	probabilita	probabilita	NOUN
6276	solitudine	solitudine	NOUN
6277	mento	mento	NOUN
6282	cat	cat	ADJ
6283	gentilmente	gentilmento	ADV
6284	elvis	elvis	NOUN
6285	successivo	successivo	ADJ
6286	nolan	Nolan	VERB
6287	permetterò	permetterò	VERB
6288	andrete	andrete	NOUN
6289	improbabile	improbabile	ADJ
6290	professione	professione	NOUN
6291	commedia	commedia	NOUN
6294	scacchi	scacco	NOUN
6297	calzini	calzino	NOUN
6300	scordatelo	scordatelo	VERB
6302	detenuti	detenuto	NOUN
6303	yang	yang	NOUN
6304	omar	omar	NOUN
6306	lawrence	Lawrence	NOUN
6309	valido	valido	ADJ
6311	business	business	NOUN
6313	salite	salita	NOUN
6314	tremendo	tremendo	ADJ
6315	ari	ari	ADJ
6316	f	f	NOUN
6317	quantita	quantita	NOUN
6319	presentarvi	presentare vi	VERB
6320	accettarlo	accettare lo	VERB
6321	randall	randall	ADJ
6323	campionato	campionato	NOUN
6324	prepari	prepari	VERB
6325	dawn	dawn	NOUN
6327	nicky	nicky	NOUN
6330	volontario	volontario	NOUN
6331	innanzitutto	innanzitutto	ADV
6335	raccontami	raccontae mi	VERB
6338	ginnastica	ginnastica	NOUN
6341	yoga	yoga	NOUN
6342	pipì	pipì	NOUN
6348	ranger	ranger	NOUN
6349	ulteriori	ulteriore	ADJ
6350	colonna	colonna	NOUN
6352	terrò	terrò	VERB
6353	conforto	conforto	NOUN
6355	vicepresidente	vicepresidente	NOUN
6357	emozionante	emozionante	ADJ
6358	caporale	caporale	ADJ
6360	distrettuale	distrettuale	ADJ
6362	bollente	bollente	ADJ
6364	sgualdrina	sgualdrino	ADJ
6366	supervisore	supervisore	NOUN
6367	fui	fui	VERB
6368	vergogno	vergogno	VERB
6370	ninja	ninja	NOUN
6371	gwen	gwen	NOUN
6374	cereali	cereale	NOUN
6376	comportarti	comportare ti	VERB
6378	delicato	delicato	ADJ
6379	fisso	fisso	ADV
6383	missili	missile	NOUN
6388	riuscissi	riuscise si	VERB
6389	affamato	affamato	ADJ
6390	cambiera	cambierare	NOUN
6391	rispondimi	rispondimi	VERB
6395	infinito	infinito	ADJ
6396	beverly	beverlye	VERB
6398	conoscervi	conoscere vi	VERB
6402	cd	cd	NOUN
6403	crescita	crescita	NOUN
6405	radar	radar	NOUN
6406	curva	curva	VERB
6407	trovarsi	trovare si	VERB
6409	nebbia	nebbia	NOUN
6410	maschile	maschile	ADJ
6411	sconto	sconto	NOUN
6412	metropolitana	metropolitano	ADJ
6413	portale	portale	NOUN
6416	etichetta	etichetta	NOUN
6420	entusiasmo	entusiasmo	NOUN
6423	e'a	e'	VERB
6428	probabilità	probabilità	NOUN
6433	fisher	fisher	NOUN
